time,Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,O2
16.5234,-29.919,-5.536,-1.120,-17.162,14.714,9.935,-8.526,-17.263,-13.010,27.517,28.604,-9.571,-3.402,-42.890,1.946,-14.391,-11.726,-3.451,-18.729
16.5273,-19.819,1.438,2.364,-11.514,24.692,6.533,-17.650,-12.454,-13.570,26.912,40.547,-6.392,-8.706,-41.285,-2.818,-14.241,-4.003,1.643,-12.116
16.5312,-7.161,2.117,9.599,-7.787,32.354,5.571,-23.853,-3.794,-12.470,26.718,48.903,-0.074,-8.959,-39.117,-8.291,-17.851,3.410,9.060,-4.919
16.5352,5.450,6.827,8.194,-6.031,39.732,0.268,-29.340,4.803,-11.004,26.696,54.121,2.328,-13.841,-28.737,-14.631,-14.408,11.667,15.136,3.439
16.5391,17.354,6.782,8.017,-4.095,45.133,-0.334,-31.190,16.518,-12.079,27.080,53.492,4.774,-12.385,-18.852,-21.322,-7.674,16.560,21.892,13.292
16.5430,25.371,8.080,7.202,-8.265,46.516,0.999,-28.429,27.552,-11.500,28.206,55.157,8.257,-10.575,-12.132,-28.339,-0.938,24.258,25.491,19.092
16.5469,30.714,11.467,6.635,-5.834,46.991,-2.268,-25.627,36.299,-8.307,23.539,55.947,17.602,-2.368,-2.319,-35.565,7.570,30.207,24.696,25.756
16.5508,36.784,13.185,8.933,-3.371,44.596,-2.173,-23.064,41.831,-6.916,12.025,55.822,26.453,2.665,6.353,-35.564,14.686,33.912,26.243,31.003
16.5547,42.305,15.115,10.749,-1.967,44.141,-0.853,-19.897,43.389,-4.649,1.230,48.885,31.568,6.960,18.202,-40.723,14.355,37.804,24.497,35.038
16.5586,46.355,15.870,11.049,1.531,41.945,-3.105,-18.882,43.505,-0.467,-13.510,37.786,35.924,12.987,24.720,-38.829,16.103,35.201,25.772,38.797
16.5625,50.907,14.704,11.022,3.865,37.118,0.284,-17.236,41.190,0.755,-23.810,24.205,35.413,13.422,29.240,-40.508,18.465,35.381,25.198,40.847
16.5664,49.519,15.025,8.065,5.011,34.030,1.209,-9.343,35.764,1.021,-34.755,8.673,34.955,21.575,31.902,-37.565,21.185,36.971,25.690,43.363
16.5703,44.549,16.760,7.684,4.316,25.608,-0.896,0.595,26.530,2.964,-38.932,1.013,29.406,24.937,32.733,-36.132,22.199,32.123,20.948,40.723
16.5742,33.997,20.819,6.481,1.178,18.226,-1.841,10.848,17.606,6.312,-41.463,-7.128,27.593,31.867,31.013,-32.097,20.455,23.133,16.995,33.465
16.5781,27.342,23.923,1.948,-1.218,7.505,-2.277,22.533,9.438,6.331,-42.608,-9.014,23.843,33.286,31.968,-23.469,13.010,14.280,9.108,28.055
16.5820,17.089,21.095,4.239,-3.483,-1.098,-0.751,33.645,2.317,8.356,-38.984,-14.489,17.929,36.064,31.145,-20.693,3.816,8.365,-0.013,20.592
16.5859,11.546,12.102,0.659,-7.095,-7.745,-0.923,39.491,-8.818,5.572,-35.987,-16.256,13.857,33.809,28.955,-12.188,-2.761,1.793,-7.546,10.612
16.5898,6.191,4.852,3.490,-12.711,-12.631,1.358,40.727,-17.990,7.856,-34.435,-17.538,5.839,31.844,20.153,-10.771,-4.078,0.021,-18.381,4.586
16.5938,-0.332,2.771,4.565,-14.476,-16.315,5.410,40.364,-28.119,9.604,-31.415,-17.037,-1.427,30.759,10.333,-5.128,-8.340,-1.179,-25.475,-4.044
16.5977,-5.849,0.338,0.080,-16.491,-20.422,6.816,34.454,-36.332,12.145,-24.314,-12.734,-9.707,29.231,1.057,0.068,-14.197,-6.233,-31.960,-10.409
16.6016,-12.423,0.907,-1.651,-13.318,-20.816,8.068,27.211,-42.637,13.378,-16.874,-6.168,-19.571,27.750,-7.520,7.237,-21.195,-10.653,-34.402,-16.594
16.6055,-18.203,-2.101,-5.648,-15.319,-22.803,5.999,23.793,-45.962,11.608,-3.884,-2.696,-24.689,22.553,-15.428,13.965,-30.780,-9.976,-38.474,-18.972
16.6094,-23.956,-6.047,-3.936,-15.982,-21.222,5.394,23.789,-46.339,11.300,8.918,-2.158,-29.110,12.554,-22.665,16.691,-32.188,-8.077,-37.886,-24.044
16.6133,-26.423,-7.673,-3.797,-18.363,-16.967,8.163,19.582,-45.958,11.400,21.354,-0.010,-33.893,3.081,-28.951,18.264,-31.490,-3.891,-40.421,-22.789
16.6172,-27.188,-6.727,-1.187,-21.572,-17.892,10.341,17.053,-40.842,9.482,27.200,3.533,-33.761,-9.116,-35.935,18.166,-31.456,3.570,-38.352,-18.672
16.6211,-24.325,-3.200,3.906,-20.434,-18.038,12.451,9.460,-35.996,7.698,33.127,13.208,-34.274,-16.256,-35.835,15.666,-26.442,12.577,-34.448,-15.681
16.6250,-19.577,0.189,4.795,-14.804,-17.054,14.693,3.916,-27.421,3.457,33.118,22.139,-35.552,-24.036,-35.513,15.323,-25.381,17.499,-25.160,-13.268
16.6289,-10.759,3.632,3.529,-9.008,-14.781,18.671,-5.178,-20.449,-1.253,37.402,27.509,-30.134,-29.371,-31.707,12.973,-22.200,21.471,-19.145,-10.685
16.6328,-3.602,3.009,6.657,-4.615,-12.561,19.413,-12.138,-8.581,-8.113,39.701,31.693,-26.688,-30.205,-25.531,11.899,-21.249,28.096,-16.936,-5.856
16.6367,6.435,3.831,5.181,1.038,-8.520,19.554,-16.311,2.168,-10.122,38.453,28.566,-20.361,-31.522,-19.313,6.021,-14.650,34.134,-14.735,2.538
16.6406,12.159,7.414,5.396,5.549,-4.031,15.361,-21.464,12.702,-10.797,38.708,29.333,-14.705,-29.773,-17.907,0.254,-7.259,35.598,-11.092,5.972
16.6445,19.737,9.685,8.230,9.570,0.112,14.947,-26.090,26.151,-13.273,39.975,28.242,-10.682,-26.400,-12.732,-4.209,-3.321,37.996,-6.287,11.303
16.6484,23.218,11.051,5.894,16.654,-1.704,13.528,-25.970,37.718,-16.049,34.263,27.693,-6.450,-22.236,-4.869,-10.670,4.156,34.541,3.916,12.221
16.6523,31.235,12.535,2.378,17.845,-1.966,13.774,-26.364,44.051,-12.893,22.648,23.616,-1.096,-20.135,6.608,-14.218,7.385,30.014,10.765,11.558
16.6562,33.783,11.095,2.347,21.456,-7.358,14.974,-22.135,48.093,-14.400,11.879,16.183,3.717,-19.962,19.622,-10.633,13.287,25.812,13.631,9.218
16.6602,36.985,9.262,0.239,23.100,-15.264,18.815,-16.376,51.593,-10.398,2.659,3.934,8.465,-19.690,29.042,-8.723,17.196,21.129,14.316,11.288
16.6641,33.853,9.529,-0.824,18.415,-20.423,14.212,-12.146,50.475,-8.631,-10.333,-7.054,12.960,-17.075,35.045,-6.477,21.691,13.311,12.521,10.893
16.6680,36.212,11.942,-2.453,14.889,-24.878,10.959,-7.199,48.627,-7.200,-17.941,-13.576,15.438,-12.612,37.686,-6.481,22.453,4.134,7.023,7.681
16.6719,32.219,11.098,-7.091,14.401,-26.491,7.038,-1.376,46.017,-8.181,-21.730,-19.635,14.106,-6.043,36.930,-4.799,16.879,-7.168,5.787,7.352
16.6758,30.497,9.118,-12.091,10.684,-23.072,6.088,2.122,40.065,-9.577,-21.758,-19.124,10.531,-2.722,36.321,-1.738,12.088,-19.853,6.308,3.195
16.6797,29.237,2.569,-15.834,2.668,-21.634,4.413,13.049,34.872,-8.659,-24.651,-21.506,9.103,0.023,37.259,5.511,8.405,-27.079,1.902,-3.194
16.6836,26.902,-2.150,-15.751,-3.344,-22.158,9.414,19.202,25.762,-6.911,-26.247,-20.710,4.777,-1.907,36.186,11.109,6.782,-34.384,-0.773,-9.887
16.6875,17.801,-7.098,-15.997,-7.736,-22.268,10.699,22.296,17.120,-1.706,-25.245,-26.034,-0.787,0.027,30.604,18.205,8.001,-38.065,-2.535,-14.599
16.6914,9.787,-8.939,-16.226,-11.618,-25.261,9.678,24.299,9.190,4.724,-22.851,-26.821,-5.870,0.875,24.522,24.902,5.438,-46.655,-3.947,-21.122
16.6953,4.758,-9.356,-18.160,-17.923,-26.956,6.590,25.334,-2.003,11.401,-19.200,-27.625,-12.046,-1.518,15.582,28.496,0.617,-50.086,-4.978,-23.703
16.6992,-4.839,-13.100,-19.216,-21.086,-24.062,3.903,25.669,-14.474,13.884,-14.438,-24.879,-19.812,-2.187,9.206,29.982,-4.040,-52.792,-1.812,-26.119
16.7031,-12.709,-13.850,-18.321,-20.497,-16.894,0.308,26.434,-24.520,16.300,-8.095,-25.464,-25.801,-3.885,1.069,28.322,-4.087,-53.446,-1.988,-22.645
16.7070,-20.240,-13.186,-16.690,-25.238,-8.689,-0.831,23.312,-31.055,17.170,1.120,-20.901,-27.674,-4.681,-4.841,26.996,-2.382,-50.288,1.075,-21.761
16.7109,-28.179,-10.817,-12.782,-26.570,2.006,1.450,19.620,-39.241,20.594,6.160,-10.872,-31.227,-4.559,-11.565,25.107,2.435,-45.988,1.286,-20.879
16.7148,-34.614,-10.870,-16.154,-25.771,10.864,-2.044,18.198,-44.156,19.862,12.593,-4.817,-26.273,-7.162,-16.738,21.347,6.913,-39.175,2.784,-18.391
16.7188,-37.422,-13.096,-15.801,-25.810,14.838,-5.080,15.225,-45.759,22.184,20.832,5.016,-22.341,-4.557,-22.143,15.736,9.928,-31.307,0.581,-15.480
16.7227,-41.311,-11.635,-15.740,-21.592,17.558,-5.740,11.352,-45.445,18.901,25.482,12.925,-18.440,-2.766,-25.234,11.641,11.435,-21.717,0.324,-11.404
16.7266,-45.268,-9.115,-15.702,-18.864,17.338,-6.852,6.335,-41.014,16.853,24.665,18.552,-12.356,-4.451,-22.649,8.255,10.028,-12.477,-0.043,-1.904
16.7305,-47.971,-9.519,-8.580,-17.795,20.475,-9.426,-4.264,-33.490,10.330,25.627,19.576,-6.253,-3.780,-20.501,1.695,10.184,0.354,-0.830,5.227
16.7344,-48.407,-9.217,-0.007,-15.053,26.919,-16.178,-12.017,-27.705,9.700,22.927,21.041,-0.221,1.423,-19.919,-3.075,14.322,10.869,3.254,10.497
16.7383,-42.967,-4.964,8.465,-11.041,29.415,-22.922,-20.856,-19.013,6.418,22.235,24.863,8.379,5.637,-18.576,-7.882,20.026,22.036,7.024,12.893
16.7422,-38.066,-6.198,11.085,-3.488,27.353,-28.469,-24.546,-15.582,2.810,17.641,25.418,19.208,9.724,-16.047,-13.908,24.509,26.134,8.997,15.793
16.7461,-29.220,-4.333,9.390,3.358,28.527,-29.179,-29.061,-13.226,-0.204,15.851,25.533,28.220,13.537,-9.853,-20.094,25.540,32.368,8.260,16.741
16.7500,-19.778,-2.049,9.535,10.614,23.133,-27.696,-31.223,-9.024,-2.063,7.916,22.335,32.898,13.980,-6.802,-23.548,24.949,36.953,7.008,17.478
16.7539,-13.111,1.626,10.875,14.378,17.738,-26.530,-29.520,-3.289,-2.259,1.357,20.312,38.304,11.619,2.425,-27.079,24.853,39.356,2.006,16.170
16.7578,-6.747,9.228,18.073,17.284,11.662,-24.163,-34.602,7.350,-5.758,-8.592,20.046,43.579,13.058,9.706,-26.787,23.608,38.080,-2.722,19.230
16.7617,0.373,12.654,23.329,20.793,7.900,-21.625,-35.545,12.352,-7.870,-16.389,19.245,47.316,13.638,15.979,-24.895,23.869,35.545,-9.446,14.108
16.7656,4.663,12.203,26.728,21.236,1.548,-21.877,-35.443,18.402,-8.333,-25.344,16.579,47.393,11.972,17.382,-23.637,22.673,29.688,-9.835,10.895
16.7695,11.450,11.154,25.280,21.911,-3.696,-21.904,-36.269,16.868,-13.342,-30.375,12.919,45.541,10.866,19.757,-17.707,17.720,22.281,-15.455,4.707
16.7734,16.298,7.810,23.045,21.728,-10.528,-22.171,-32.517,13.433,-11.131,-33.694,10.252,38.639,5.107,15.453,-14.928,13.365,16.360,-21.039,3.100
16.7773,21.524,4.197,17.959,16.522,-18.231,-18.253,-27.144,12.522,-11.716,-36.629,6.114,35.004,-0.272,16.636,-11.358,7.532,4.523,-26.460,-0.721
16.7812,26.786,5.548,18.352,9.629,-22.723,-17.991,-22.851,13.520,-8.429,-35.297,2.030,29.332,-10.007,10.858,-6.189,6.131,-4.188,-32.389,-1.452
16.7852,26.088,5.303,17.590,4.936,-22.466,-12.464,-18.239,13.847,-7.173,-36.237,-1.554,21.182,-15.707,11.079,-1.824,-1.446,-12.540,-36.097,-2.921
16.7891,28.158,4.839,14.487,1.476,-22.560,-11.008,-10.541,14.118,-7.090,-29.187,-0.942,15.027,-16.764,6.054,0.642,-6.785,-20.243,-33.662,-9.771
16.7930,31.719,3.739,11.337,1.486,-22.248,-8.850,-6.344,11.702,-4.733,-25.383,2.556,9.480,-20.970,2.732,8.769,-14.767,-23.501,-28.793,-10.094
16.7969,27.078,3.374,7.934,0.774,-18.859,-3.857,-0.324,9.077,-5.667,-18.837,4.464,-1.467,-28.142,1.290,15.456,-22.093,-24.713,-24.916,-11.460
16.8008,26.593,3.868,6.311,-1.497,-19.818,2.865,5.435,7.094,-4.455,-16.769,6.179,-14.911,-32.791,-5.035,18.082,-29.953,-28.438,-24.154,-9.474
16.8047,18.636,3.758,9.202,-5.450,-19.982,7.548,10.574,4.775,1.534,-11.602,5.906,-25.114,-42.410,-11.946,23.602,-32.112,-26.697,-20.984,-9.619
16.8086,8.664,4.907,11.555,-6.301,-21.442,13.554,13.320,-0.255,5.050,-7.382,6.113,-35.727,-43.522,-20.543,23.746,-29.842,-28.771,-17.783,-5.385
16.8125,2.085,7.173,12.778,-8.132,-20.713,18.559,15.510,-3.415,9.233,1.344,3.280,-41.370,-42.005,-30.499,21.036,-31.246,-24.815,-9.463,-4.627
16.8164,-7.789,6.556,14.024,-7.535,-14.216,23.258,18.504,-8.204,12.728,6.958,7.037,-42.941,-39.238,-36.565,14.306,-27.016,-20.100,-0.415,-2.023
16.8203,-16.346,4.725,9.021,-2.381,-10.870,29.392,22.108,-11.839,13.238,14.532,9.038,-39.682,-34.740,-37.018,10.159,-28.291,-15.057,10.808,-0.442
16.8242,-19.808,0.496,8.771,-1.103,-5.281,31.672,25.513,-15.097,13.907,17.747,8.930,-36.515,-33.448,-34.594,6.576,-25.854,-11.839,19.135,0.534
16.8281,-26.995,1.174,10.227,3.737,2.730,35.153,25.248,-15.476,12.081,21.127,7.908,-31.708,-32.519,-31.342,-0.605,-26.728,-3.670,23.074,3.202
16.8320,-31.331,-0.375,12.523,-0.249,2.652,36.238,23.865,-13.386,7.812,22.454,9.382,-29.232,-29.351,-27.523,-8.239,-21.432,-0.691,27.041,2.728
16.8359,-33.505,-1.502,13.294,0.428,2.468,39.291,23.089,-13.264,8.651,26.571,5.109,-23.303,-19.294,-22.788,-11.415,-20.848,7.443,33.265,3.484
16.8398,-33.220,-2.469,13.084,-0.271,1.806,37.223,21.520,-16.457,8.649,27.516,5.567,-17.456,-8.553,-16.187,-18.015,-15.797,10.526,34.576,5.173
16.8438,-30.231,-2.800,13.233,3.078,5.425,36.620,18.152,-14.784,11.119,30.218,2.601,-9.758,0.023,-12.110,-21.799,-13.663,12.905,38.783,5.809
16.8477,-31.622,-3.848,14.367,6.209,6.778,32.269,15.290,-15.412,12.307,28.312,2.909,-0.275,6.971,-1.578,-22.728,-7.314,9.971,40.976,7.571
16.8516,-28.529,-4.454,15.320,8.084,11.670,24.849,12.470,-11.455,11.981,26.932,3.796,8.064,8.046,4.867,-23.085,-4.333,8.905,36.966,9.131
16.8555,-24.270,-5.405,17.101,6.630,16.169,22.608,7.117,-8.502,7.430,23.406,0.270,15.109,5.751,13.652,-21.443,0.784,9.161,36.017,7.337
16.8594,-17.758,-7.431,14.490,8.692,18.515,21.447,4.980,-5.464,5.521,20.055,-0.723,18.479,10.584,14.388,-22.287,5.357,5.510,31.988,6.359
16.8633,-8.436,-9.917,10.718,7.327,14.886,15.918,4.123,-2.209,0.288,20.370,-5.494,19.404,11.479,14.984,-21.489,6.532,3.078,26.259,8.429
16.8672,0.410,-13.604,6.846,3.051,14.691,7.183,-2.143,-0.831,-1.675,15.574,-7.219,20.080,13.392,19.576,-18.183,7.373,2.202,21.547,11.579
16.8711,6.567,-17.720,4.675,5.006,11.044,-1.311,-4.972,1.335,-1.409,11.818,-12.577,20.990,13.295,22.281,-8.963,7.007,-6.637,16.991,15.609
16.8750,11.240,-24.559,6.260,1.411,12.431,-6.727,-8.033,4.623,2.488,7.375,-15.215,16.616,10.447,22.972,-1.887,6.912,-10.795,11.460,15.993
16.8789,15.118,-26.136,3.574,-1.671,14.074,-11.234,-14.060,3.629,4.607,2.657,-22.099,17.075,3.615,26.280,5.879,7.139,-19.785,4.688,14.082
16.8828,18.250,-29.085,-0.742,-0.934,16.477,-11.353,-12.894,6.665,3.657,0.010,-25.368,10.361,2.072,20.765,11.571,11.301,-23.268,-0.515,14.063
16.8867,24.424,-28.543,-3.114,-6.686,17.390,-13.454,-14.240,9.730,2.566,2.329,-26.643,2.593,0.872,15.341,16.007,16.515,-26.809,-6.565,14.704
16.8906,27.406,-28.606,-10.772,-7.199,17.212,-18.527,-11.360,13.382,0.804,2.316,-25.792,-4.303,1.230,9.473,19.800,16.701,-28.539,-15.944,16.433
16.8945,28.735,-25.760,-16.566,-10.183,16.027,-22.620,-13.909,13.945,2.175,3.169,-22.847,-9.567,1.792,7.956,20.806,18.791,-28.302,-19.892,16.861
16.8984,30.353,-28.551,-21.840,-9.028,11.371,-25.112,-13.138,9.707,4.737,2.588,-22.622,-13.502,-3.002,3.608,25.044,16.152,-26.734,-22.717,14.337
16.9023,29.082,-27.532,-23.142,-9.468,10.393,-25.176,-15.963,5.642,5.600,1.281,-25.977,-15.534,-7.449,-1.633,24.924,12.836,-22.388,-19.738,11.266
16.9062,24.850,-26.095,-26.843,-10.059,5.775,-19.758,-14.472,0.465,5.742,4.374,-26.815,-14.846,-13.647,-9.316,23.154,14.938,-14.468,-16.645,8.190
16.9102,18.890,-21.737,-24.754,-6.406,8.640,-15.971,-14.269,-1.624,3.278,4.864,-27.236,-13.952,-13.581,-17.682,21.732,16.099,-9.104,-13.737,10.526
16.9141,12.022,-18.334,-24.819,-2.416,7.817,-13.208,-14.225,-2.095,1.087,6.423,-26.306,-13.615,-11.267,-24.954,21.278,19.839,3.260,-7.524,9.217
16.9180,-1.102,-12.305,-24.414,2.455,8.556,-15.216,-8.736,0.901,-0.907,11.186,-22.998,-10.360,-6.518,-33.283,19.538,22.858,11.682,-8.113,8.572
16.9219,-13.492,-11.520,-23.315,9.137,13.589,-12.353,-7.869,-1.016,-2.987,11.560,-19.512,-8.560,-1.486,-34.364,16.326,21.712,21.681,-3.399,5.266
16.9258,-26.337,-10.786,-16.989,16.246,12.371,-5.747,-6.008,1.695,-3.347,12.423,-16.097,-5.820,1.332,-31.968,9.636,18.772,28.143,3.137,-1.541
16.9297,-34.459,-4.870,-16.914,18.537,11.265,-4.267,-8.207,0.852,-5.670,15.117,-10.605,-0.570,5.409,-30.010,2.555,13.100,37.015,11.014,-10.068
16.9336,-43.848,0.468,-12.319,24.960,9.143,1.800,-8.089,5.645,-8.752,17.873,-10.000,11.130,15.716,-27.412,-0.849,7.738,42.182,15.629,-18.050
16.9375,-49.534,9.969,-12.291,28.153,9.405,1.812,-8.007,7.281,-9.745,17.748,-4.466,22.698,21.872,-27.331,-7.614,4.789,47.506,18.183,-19.003
16.9414,-53.372,15.454,-6.724,28.434,5.301,-3.908,-8.459,5.138,-11.616,16.354,2.992,29.663,29.798,-29.081,-8.119,1.313,47.530,13.356,-20.177
16.9453,-53.801,18.800,-2.700,31.124,4.891,-7.543,-7.592,2.125,-19.794,15.864,7.542,38.510,29.154,-22.966,-11.399,-3.883,48.428,10.466,-26.661
16.9492,-49.368,19.112,0.150,30.429,0.860,-8.771,-8.596,-4.065,-24.884,12.304,12.050,43.537,29.622,-20.229,-13.936,-6.765,42.315,8.892,-31.251
16.9531,-45.476,17.097,3.561,28.757,-4.467,-10.856,-9.559,-4.405,-29.784,10.351,13.885,45.088,22.288,-14.774,-18.423,-9.490,37.166,11.025,-40.100
16.9570,-37.714,18.989,2.809,25.662,-7.279,-14.894,-12.711,-3.843,-29.731,10.239,14.759,45.260,20.512,-12.740,-18.781,-13.822,32.554,11.070,-41.180
16.9609,-31.342,21.478,2.997,22.210,-7.140,-16.540,-13.640,1.244,-27.747,8.162,12.250,44.608,19.473,-5.680,-17.762,-15.983,23.879,9.933,-40.152
16.9648,-25.342,20.569,5.060,21.576,-7.482,-19.568,-18.717,3.832,-26.063,3.840,12.387,42.692,20.775,0.601,-13.364,-18.000,18.082,1.027,-35.960
16.9688,-17.072,15.822,6.699,17.363,-11.313,-25.041,-17.700,3.976,-24.914,3.089,13.860,42.265,18.318,8.481,-9.095,-18.969,12.600,-4.959,-29.461
16.9727,-9.628,12.612,10.970,12.631,-12.475,-27.104,-18.827,6.255,-25.860,-0.595,13.810,37.607,13.383,15.790,-5.609,-19.911,4.313,-9.308,-26.396
16.9766,-1.700,10.344,14.505,3.556,-16.012,-26.405,-16.711,8.187,-23.567,-2.066,10.779,31.014,4.518,20.381,-1.667,-20.187,-1.679,-14.199,-20.478
16.9805,8.059,7.319,17.447,-2.214,-18.333,-27.872,-14.612,11.943,-19.579,-3.326,5.602,21.462,-0.551,22.372,0.414,-21.053,-8.267,-13.960,-11.507
16.9844,18.937,8.573,16.986,-6.074,-21.210,-32.469,-13.077,12.595,-11.995,-7.815,3.819,10.490,-8.884,20.829,4.297,-17.988,-17.268,-18.050,1.656
16.9883,25.843,7.745,13.246,-13.216,-23.776,-34.999,-6.612,11.898,-6.168,-6.313,-0.684,-1.329,-14.347,17.505,5.476,-15.809,-20.340,-18.382,13.898
16.9922,30.855,3.559,16.649,-14.549,-24.390,-34.109,-4.596,7.195,-2.182,-7.742,1.793,-9.905,-17.302,15.029,6.887,-10.969,-23.129,-24.395,22.900
16.9961,29.640,-1.200,14.706,-19.529,-25.908,-30.786,-3.382,5.419,1.784,-6.513,0.927,-19.978,-18.038,12.631,7.867,-10.763,-26.960,-26.570,31.621
17.0000,31.385,-5.469,18.405,-22.583,-21.930,-24.505,1.173,1.585,6.191,-7.030,-0.904,-30.447,-23.291,7.382,9.476,-5.219,-26.212,-29.532,37.075
17.0039,31.817,-4.199,18.603,-26.740,-23.415,-16.684,-0.605,5.193,7.912,-8.605,-7.645,-40.509,-23.253,2.403,8.024,-1.658,-24.623,-30.232,43.538
17.0078,33.003,-7.946,16.571,-24.781,-21.887,-6.186,3.153,9.983,10.140,-11.484,-13.065,-46.582,-22.686,-5.336,7.754,2.641,-18.178,-27.261,48.709
17.0117,31.237,-12.375,15.255,-21.655,-18.113,-0.291,9.707,12.567,16.313,-14.740,-18.903,-52.043,-21.811,-9.217,5.182,5.631,-14.450,-25.933,54.373
17.0156,31.684,-17.018,14.472,-16.711,-15.179,6.395,12.912,8.791,18.411,-17.053,-18.071,-53.632,-21.088,-13.314,-2.355,8.431,-4.841,-25.175,55.076
17.0195,28.318,-20.041,15.904,-10.113,-7.591,12.591,19.384,1.581,17.722,-17.862,-18.813,-52.259,-15.944,-12.573,-9.317,5.706,-2.216,-20.758,51.670
17.0234,23.407,-19.976,11.957,-6.197,-5.123,19.258,24.148,-5.561,18.290,-15.809,-18.588,-46.887,-15.567,-9.740,-13.780,5.265,5.348,-17.088,48.366
17.0273,14.142,-17.249,9.764,-2.208,-2.331,25.908,24.660,-7.629,14.582,-14.575,-18.620,-46.001,-11.415,-11.473,-17.664,6.102,10.715,-12.896,41.450
17.0312,7.093,-12.849,9.521,-0.789,-5.099,30.725,27.792,-10.412,9.594,-10.431,-14.278,-39.405,-3.418,-12.366,-21.791,6.062,19.157,-6.024,36.201
17.0352,-2.349,-10.862,8.500,6.503,-3.071,35.659,25.413,-9.700,7.818,-8.747,-8.827,-32.417,5.310,-15.563,-21.438,8.011,29.058,0.047,26.274
17.0391,-9.550,-8.569,7.685,13.019,-0.956,37.536,22.162,-10.459,6.840,-8.390,-1.301,-22.869,11.272,-12.921,-20.101,1.314,35.706,4.522,13.758
17.0430,-14.525,-7.501,5.858,19.315,4.262,38.986,12.871,-12.977,1.382,-7.098,4.789,-13.283,17.049,-7.374,-19.987,-3.204,35.953,6.864,0.316
17.0469,-15.698,-4.406,1.847,27.061,9.514,38.072,4.357,-13.245,-1.156,-4.000,7.122,0.160,21.342,-3.309,-20.995,-9.933,33.184,10.119,-10.450
17.0508,-14.099,0.719,-4.552,28.155,15.107,37.701,-2.226,-10.967,-5.430,-3.398,5.380,12.088,21.252,2.126,-21.495,-15.702,27.904,11.518,-18.271
17.0547,-9.434,0.620,-7.259,29.790,16.272,29.790,-6.524,-12.052,-5.543,-1.093,2.684,21.028,22.556,7.317,-21.104,-14.949,22.382,15.160,-25.676
17.0586,-8.529,2.587,-12.692,27.525,16.754,22.725,-10.630,-7.810,-10.767,0.846,2.756,27.487,22.605,6.426,-19.587,-14.586,16.787,15.510,-29.390
17.0625,-2.884,3.923,-15.171,23.119,15.772,16.986,-13.203,-4.096,-13.938,6.377,2.521,29.978,22.350,10.358,-14.096,-11.177,11.249,18.205,-38.109
17.0664,2.213,1.993,-17.837,21.806,13.600,7.755,-16.709,0.264,-17.870,9.684,7.109,31.739,22.247,10.757,-13.127,-9.999,5.328,19.623,-42.081
17.0703,6.942,6.584,-21.017,19.322,12.653,-1.002,-24.330,4.934,-19.752,10.259,8.633,27.754,17.659,17.482,-7.768,-8.169,-2.113,20.709,-43.512
17.0742,14.360,5.546,-23.285,18.295,13.178,-7.897,-28.590,8.968,-15.994,11.131,10.116,27.065,10.111,19.939,2.859,-8.302,-7.394,22.617,-35.187
17.0781,17.517,4.255,-21.610,14.764,13.416,-17.543,-34.571,11.956,-11.895,8.010,3.295,25.315,7.861,23.339,8.631,-2.638,-15.891,19.566,-28.185
17.0820,22.596,2.622,-20.973,12.401,13.045,-25.590,-32.451,12.154,-5.766,5.404,-0.813,20.869,8.622,20.807,14.661,0.070,-17.749,19.453,-17.006
17.0859,26.246,-2.541,-14.820,6.473,10.284,-32.900,-31.161,13.757,-2.485,3.692,-9.098,13.977,8.064,16.577,14.338,4.925,-19.564,18.177,-8.468
17.0898,28.644,-3.488,-7.902,-0.075,6.182,-37.878,-25.924,12.635,0.598,6.322,-14.122,7.770,5.798,11.641,14.501,11.839,-20.113,14.302,-6.648
17.0938,27.538,-5.585,-5.596,-2.849,1.515,-44.062,-22.723,10.256,0.779,5.694,-20.030,-1.039,5.119,8.489,12.421,12.230,-18.878,16.720,2.519
17.0977,30.328,-4.111,-3.321,-10.243,-1.520,-46.586,-20.846,13.073,2.142,5.836,-25.967,-7.647,-0.590,3.168,14.331,18.399,-13.126,11.416,11.493
17.1016,26.563,-7.770,-3.633,-12.553,-6.306,-42.989,-14.935,11.955,7.760,4.956,-36.528,-17.343,-3.135,-1.843,15.407,19.182,-13.050,7.838,22.383
17.1055,26.461,-12.572,0.485,-12.013,-6.822,-38.354,-4.074,13.022,9.515,0.411,-42.807,-24.946,-5.428,-9.534,20.843,22.634,-6.580,4.515,30.840
17.1094,22.239,-17.103,2.949,-10.602,-10.222,-32.195,2.902,14.590,10.136,-4.833,-45.529,-28.693,-4.960,-15.380,21.639,24.011,-4.450,2.605,33.674
17.1133,18.113,-17.945,8.879,-8.270,-10.732,-21.338,11.826,11.258,15.529,-6.079,-51.116,-31.447,-6.762,-22.474,19.699,22.989,0.247,0.284,33.679
17.1172,11.690,-18.344,14.105,-8.419,-8.903,-14.368,20.193,4.342,17.811,-10.005,-48.032,-29.335,-6.791,-25.279,12.755,23.254,6.344,3.344,32.748
17.1211,2.357,-12.743,17.159,-5.426,-8.728,-5.147,27.442,0.041,22.137,-9.172,-43.783,-28.273,-4.890,-26.400,6.798,17.989,8.753,4.392,34.353
